"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365","has_clean","in_manhattan"
36423090,"Private room in beautiful Williamsburg loft!",43297161,"Perry","Brooklyn","Williamsburg",40.70538,-73.94314,"Private room",65,2,0,"",NA,1,6,0,0
16191596,"Sunny Room B in China town of BK/ 8 min to Subway",105640471,"Jason","Brooklyn","Sunset Park",40.64024,-74.01573,"Private room",54,1,18,"2018-11-11",0.61,8,241,0,0
6326582,"Sunny, Quiet, Open Space Uptown",32924087,"Faiven","Manhattan","Washington Heights",40.8327,-73.94028,"Shared room",63,1,2,"2015-08-17",0.04,2,0,0,1
13963005,"Gorgeous 2 Bedroom apartment",41870118,"Iveta","Queens","Forest Hills",40.72064,-73.83746,"Entire home/apt",2350,365,0,"",NA,1,364,0,0
22321796,"Brooklyn cute corner-unit modern apartment!",68822704,"Stefanie","Brooklyn","Bedford-Stuyvesant",40.68345,-73.95078,"Entire home/apt",60,4,1,"2018-01-02",0.05,1,0,0,0
3554285,"Entire Room Brooklyn NYC!!!",2120259,"Sue","Brooklyn","Crown Heights",40.66518,-73.95109,"Private room",45,4,37,"2019-06-24",0.64,4,281,0,0
21108458,"Cute bedroom in the heart of Williamsburg",127985639,"Sarah","Brooklyn","Williamsburg",40.71171,-73.95158,"Private room",45,7,0,"",NA,1,0,0,0
7771777,"Private bedroom and bathroom",14139134,"Eliza","Manhattan","Morningside Heights",40.8061,-73.96641,"Private room",90,1,1,"2015-08-14",0.02,1,0,0,1
4565734,"Spacious 2 Bedroom + Study",54712,"Nick","Brooklyn","Greenpoint",40.73351,-73.95459,"Entire home/apt",245,3,0,"",NA,2,280,0,0
13866269,"Light filled private bedroom in Bed Stuy's best.",7027982,"Scott","Brooklyn","Bedford-Stuyvesant",40.68637,-73.94477,"Private room",75,2,6,"2016-12-14",0.17,1,0,0,0
10008615,"Classic NYC loft apt in brownstone",3841035,"Christina","Manhattan","Harlem",40.83034,-73.94902,"Entire home/apt",125,2,31,"2019-06-12",0.72,1,14,0,1
4822822,"Luxury Building $80 per night",11708118,"Brian","Manhattan","Financial District",40.70373,-74.00827,"Private room",86,4,2,"2016-08-29",0.06,1,0,0,1
19857281,"Lightfilled room in Clinton Hill Loft",2781214,"Jeanie","Brooklyn","Bedford-Stuyvesant",40.69488,-73.9589,"Private room",45,12,9,"2018-10-31",0.38,1,0,0,0
13893264,"Prospect Lefferts Terrific Townhouse",37413,"Sarah","Brooklyn","Prospect-Lefferts Gardens",40.66047,-73.95445,"Entire home/apt",175,6,3,"2018-08-28",0.13,1,12,0,0
14871074,"Spacious Artist's Apartment",7675569,"Annika","Brooklyn","Bushwick",40.69983,-73.92981,"Private room",90,2,5,"2017-08-13",0.15,1,0,0,0
14864014,"Ultramodern Luxury 1 BR w/ Terrace, Crown Heights",322716,"Alex","Brooklyn","Crown Heights",40.67162,-73.95009,"Entire home/apt",155,7,19,"2019-06-18",0.56,5,333,0,0
16821,"Large Room in Amazing East Village Apt",4396,"Casey","Manhattan","East Village",40.72298,-73.98474,"Private room",99,1,106,"2019-06-21",1.26,2,336,0,1
4536637,"Kosher new studio close to subway",11010205,"Jacob","Brooklyn","Bensonhurst",40.61576,-73.99166,"Private room",125,2,4,"2018-04-11",0.07,2,0,0,0
8274516,"Central Park west. Big Cozy Room",16805656,"Fernando","Manhattan","Upper West Side",40.79927,-73.96235,"Private room",100,1,87,"2019-06-22",1.88,2,263,0,1
17589815,"A small bedroom, Lower East Side",64610450,"Emma","Manhattan","Chinatown",40.71569,-73.99076,"Private room",63,3,10,"2017-05-05",0.36,1,0,0,1
2061725,"❤️ 2 Beds Option + Private Bath, Sunshine Bushwick",4601412,"Mia","Brooklyn","Bushwick",40.6922,-73.92399,"Private room",60,2,226,"2019-06-30",3.42,2,164,0,0
13496318,"Amazing Park Slope Duplex plus Finished Basement.",16288928,"Julie","Brooklyn","Park Slope",40.67885,-73.97929,"Entire home/apt",450,7,14,"2019-06-08",0.64,2,360,0,0
32695204,"Beautiful  1 bedroom house near Verrazano bridge",144653854,"Natalya","Staten Island","Arrochar",40.59809,-74.0656,"Entire home/apt",150,2,12,"2019-07-01",3.79,1,85,0,0
10864440,"Red Hook Family Railroad Style Aprt",20408271,"Francois","Brooklyn","Red Hook",40.67529,-74.01514,"Entire home/apt",140,1,0,"",NA,2,0,0,0
30903214,"Home Away From Home",229306781,"Terrioma","Brooklyn","Crown Heights",40.67428,-73.91986,"Private room",70,1,2,"2018-12-28",0.3,1,73,0,0
22973043,"Coolest neighborhood, cutest apartment.",74873565,"China","Manhattan","Two Bridges",40.7116,-73.99568,"Entire home/apt",175,2,8,"2019-05-06",0.46,1,0,0,1
2023357,"Artistic n Funky 1BD by the Park!",10398270,"Andrew And Katie","Manhattan","East Harlem",40.78605,-73.95087,"Entire home/apt",120,6,4,"2016-04-09",0.06,1,0,0,1
8166218,"Spacious Parisian style apartment",2881763,"Miguel","Manhattan","Chelsea",40.73921,-73.99717,"Entire home/apt",220,2,3,"2016-11-18",0.06,1,0,0,1
1227528,"Modern Williamsburg",3086048,"Christine","Brooklyn","Williamsburg",40.71704,-73.95789,"Entire home/apt",275,4,27,"2019-01-02",0.37,1,197,0,0
6678082,"Newly renovated amazing 2 bedrooms",34371968,"Alexandre","Brooklyn","Bedford-Stuyvesant",40.68207,-73.93279,"Entire home/apt",150,4,70,"2019-06-26",1.54,1,293,0,0
11212414,"Spacious, Family-Friendly NYC Apt",58405281,"Cristina","Manhattan","Harlem",40.82485,-73.93774,"Entire home/apt",75,1,1,"2016-02-21",0.02,1,0,0,1
13406622,"CHELSEA 3 BEDROOM APARTMENT WITH PRIVATE GARDEN!!!",1501090,"Betsy","Manhattan","Chelsea",40.74339,-73.99642,"Entire home/apt",450,2,139,"2019-06-20",3.73,1,221,0,1
8479799,"CLASSIC GUEST ROOM - UWS Townhouse",44660079,"Leslie","Manhattan","Upper West Side",40.7786,-73.98554,"Private room",135,3,79,"2019-07-05",2.19,2,20,0,1
16616522,"Large Apartment near Central Park up to 4 people!",61090067,"Justyna","Manhattan","East Harlem",40.79465,-73.94021,"Entire home/apt",180,5,33,"2019-07-01",1.18,1,35,0,1
35572261,"20 minutes to Manhattan, spacious apt in Ridgewood",267405973,"Peter","Queens","Ridgewood",40.70126,-73.90292,"Entire home/apt",110,20,0,"",NA,2,161,0,0
33753198,"Chefs apt w/ art, plants, books & strong coffee",7875127,"Evan","Brooklyn","Crown Heights",40.67468,-73.96149,"Private room",65,2,1,"2019-04-17",0.36,1,0,0,0
30511301,"Sunny 2 Bdr Apartment in Williamsburg (1000sqf)",13888249,"Omer","Brooklyn","Williamsburg",40.70662,-73.95289,"Entire home/apt",180,3,3,"2019-06-16",0.48,2,0,0,0
31883774,"♥Private-Keyed Room #1 - Desk, closet, Queen-bed♥",237336458,"Thomas","Manhattan","Chelsea",40.73894,-73.9952,"Private room",99,10,1,"2019-02-17",0.21,4,31,0,1
15314054,"Cityscape Views at Lux 1 Bed/1 Bath in Lincoln Sq.",836168,"Henry","Manhattan","Upper West Side",40.78065,-73.98253,"Entire home/apt",1000,30,17,"2017-04-16",0.51,11,365,0,1
28642335,"Cozy/Clean/ Private Bedroom in Uptown Manhattan.",12672019,"Elizabeth","Manhattan","Washington Heights",40.83766,-73.94045,"Private room",65,5,23,"2019-06-28",2.47,1,255,1,1
35119736,"The Academy - walk to subway + tons of culture!",16424639,"Andy","Manhattan","Inwood",40.86353,-73.92349,"Entire home/apt",87,4,1,"2019-07-03",1,1,13,0,1
35509472,"Master Room in FiDi - Private Bathroom",267144101,"Olivia","Manhattan","Financial District",40.70612,-74.00464,"Private room",145,1,0,"",NA,2,83,0,1
29359092,"Sweet room",217159080,"Illias","Queens","Elmhurst",40.74133,-73.88345,"Private room",41,2,44,"2019-06-22",5.24,1,123,0,0
